ID,CLASSIFICATION CODE
1096274,101;102
1096278,102;110
1096283,103;109
1096288,101;102;104;108;110
1096298,102;104
1096299,101;102
1096302,101;102;103;104;105;106;107;108;109;110;113;117
1096307,101;108;112
1096310,102;103;108
1096311,102
1096314,101;102;103;104;105;106;107;108;109;110;111;112;113;117
1096315,102
1096316,102;110
1096319,108
1096320,101;102
1096329,102
1096332,102;103;104;110;113
1096338,102;103;106
1096341,101;102;103;105;108
1096342,101
1096347,103;105;106
1096349,102;105;108
1096351,102
1096353,108;112
1096354,112
1096355,101;102;103;105;106;109;110;113
1096357,101
1096358,101
1096359,101
1096364,102;103;105;108
1096365,101;103;117
1096372,102;105;108
1096374,108
1096379,102
1096380,102
1096392,101;102
1096394,101;104
1096400,108
1096407,102
1096409,102
1096411,101;102;103;104;105;106;107;108;109;110;113
1096412,101;103;104;106;108;111
1096414,101;102;103;104;105;106;108;115
1096420,102
1096422,103;112
1096424,102;104;107;110
1096426,101;102;103;104;105;113
1096435,102;105
1096436,102
1096437,101;102;105;108
1096438,102
1096440,102
1096445,102;109
1096447,102;109;112
1096461,102
1096465,108;110
1096470,109;110;116
1096472,102
1096477,102
1096478,101;102;103;104;105;108;109;113
1096479,106
1096480,103
1096481,101;102
1096482,102;111
1096483,103;104
1096484,103
1096488,102;108
1096496,101;105;106;108
1096499,103;104;105
1096500,101;102;103;104;105;106;107;108
1096501,102
1096504,110;112
1096505,101
1096514,105;108
1096516,109
1096523,102
1096525,101;102;103;104;105;109;116;117
1096526,102
1096529,102;108;117
1096530,102;105;108
1096536,101;102;103;104;105;106;107;108;109;110;112;113
1096537,101;102;103;104;105;106;111
1096538,109;110;111;112;116
1096540,112
1096545,102
1096546,102;110
1096547,110
1096550,104
1096555,101;102
1096558,101
1096559,101;102;103;105;106;108
1096560,101
1096562,102;104
1096569,102;106
1096576,101;102;105;107
1096584,102;105;108
1096585,102;108;109;113;115;116
1096586,101;102
1096605,101;102;110
1096606,101;102;103;105;106;109;112
1096609,101;102;103;105;106;108
1096615,102
1096617,102;105;108
1096619,102
1096620,101;102
1096621,102
1096624,102;103
1096625,102;108;110
1096630,102;109;112
1096631,102
1096632,101;102;103;104;105;106;108;113
1096636,112
1096638,101;102;104;106;107;108;113;115;117
1096640,101;105
1096642,102;103;105;107;110;111;112
1096643,101
1096648,101;109;110
1096662,102;109;110;112;113
1096665,101
1096668,108
1096682,101;102
1096689,104;105;107;113
1096690,101;102;106;107;108;109
1096694,101;102;105;108;110;113;117
1096698,101;103;104;105;117
1096699,101;102;103;105;106;108;110;113
1096700,102
1096701,101;102;105;108
1096704,101;103;104;105;110;116;117
1096705,102
1096710,102;103;107;109;110;112;113
1096711,101;102;105;108
1096718,102;103;106;107;109
1096724,101;106;108
1096729,101
1096730,101;102;103;104;109;110;112;113
1096731,101;102
1096738,101
1096739,101;102;105;106;108;117
1096740,101;102;105;106;108
1096742,101;102;103;104;105;109;110;112;113
1096746,102;103;104;105;106;108;109;110;112;113
1096748,102
1096766,101;102;103;104;105
1096767,101;102;103;106;108
1096774,101;102;105;108
1096779,101;102;103;104;105;113;117
1096780,101;102
1096784,102;110
1096789,101;102;103
1096793,102;103;104;105;109;110;113
1096799,102;110
1096807,102;103;105;108;116
1096811,101;102;103;105;106;113
1096817,117
1096821,101;103;104;105;106;107;110;111;112;113
1096823,102
1096824,108
1096829,105;107;113
1096835,102;103;104;105;106;113
1096839,112
1096844,102;109
1096845,102;105;108
1096846,102;110;112;115
1096847,108
1096848,108
1096849,102;104;106;108
1096853,102;103;104;105;106
1096855,102
1096858,102
1096861,103;104;105;106;107;113;115
1096866,101;102
1096871,101;102;103;104;105;106;107;108;109;110;112;113
1096872,101
1096878,101
1096881,108;109;112
1096883,102;104;105;106;107;113
1096884,105
1096887,101;103
1096892,101
1096893,102
1096897,108
1096898,102;110
1096909,102;109;112
1096911,102;103;105;113
1096916,101;102;105;106;108
1096920,101
1096921,102
1096924,101;103;105;106
1096934,101
1096935,108;112
1096936,101;102;103;105;107;110
1096941,102;104
1096946,101
1096952,102
1096961,101;102;103;104;109
1096963,101;102;110
1096965,101;102;104;105;106;112
1096966,101
1096968,110
1096969,102;103;105
1096972,102
1096977,102;103;105;106
1096979,108
1096980,103
1096981,102
1096982,101
1096984,101;102;103;104;105;106;107;109;110;112;113
1096986,102
1096988,102;103
1096990,101;103;104;105;106;108;109
1096994,101;103;104;105
1096996,102
1096998,101
1097006,101;102;103;104;105;106;107;108;112;113;115;117
1097007,101;102;103;104;105;110
1097008,102;103;104;105;106
1097009,101;102;105;107;113
1097012,101;102;103;104;105;109;110
1097013,102;105
1097019,102;112;113
1097029,101;102;109;110;112
1097033,108
1097036,102
1097037,101
1097040,101;102;105;108;117
1097046,102;107
1097052,101;102;103;104;105;106;107;108;109;113
1097053,102
1097055,102;103;105;106
1097059,101;102;103;104;105;106;108;109;110
1097061,102
1097064,101;103
1097067,102
1097069,102
1097070,102;108
1097072,102
1097074,101;102;108
1097075,108
1097081,101;102;105;107;110
1097084,101
1097085,101;102;109
1097089,101;113
1097095,101;102;110;116;117
1097101,101;102
1097105,103;104
1097109,101;102;103;105;106;113
1097112,103;106;112;113
1097113,102
1097117,102
1097128,101
1097131,102
1097135,103;104
1097136,102;106;108;113
1097140,102;103;104;105;106;108
1097150,101;102;103;104;105;106;107;108;112;113
1097154,101;102;106;110
1097163,102
1097164,102
1097165,102
1097166,101
1097167,101;102;104;105;106
1097169,101;104;106
1097170,101;103;104;105;106;110;112
1097171,101;102;109;111;112
1097174,102
1097177,102
1097180,102
1097181,101;108
1097182,102;105;109
1097189,102
1097191,101
1097196,102
1097197,101;102;103;104;105;106;107;108;109;112
1097208,101;102
1097209,101;102;103;105;106;113
1097210,101;102;103;104;105;107
1097221,101;102;105;106;107;108;110;112
1097223,102
1097225,102
1097226,102;104
1097229,102;109;112
1097231,101;102;103;104;105;106;117
1097233,108;112
1097236,101
1097237,103
1097238,102
1097240,101;108
1097241,101;102;103;104;105;106;108;110;111;112;117
1097243,102
1097247,101
1097248,102
1097250,101
1097253,101;102;103
1097254,102
1097256,101
1097257,101;102;103;104;105;106;107
1097262,101;102;106;107;116
1097267,102;103;105;106;108
1097268,102
1097274,101
1097278,101;102;103;109;110
1097281,101;108
1097287,101;102
1097289,102
1097290,102
1097291,102;105;108
1097296,102
1097301,108
1097302,102;103;104;105
1097307,102
1097310,101
1097313,101;104;109
1097316,101;102;103;110;111;112;113;116
1097317,101;103
1097319,102;103;105;106;107;108
1097320,101
1097326,102;103;105;106;108;113
1097328,102;105;108
1097334,102
1097339,101;102;103;104;105;106;107
1097340,101;102;104;110
1097341,102
1097342,102
1097348,102
1097353,101;102;108
1097355,102;109;112
1097357,102
1097359,101
1097363,102;103;104;105;107;110;111;113;117
1097365,102
1097372,101
1097373,101;102
1097378,102
1097386,101
1097387,102;104
1097388,101;102;105;108
1097392,101;102;104;105
1097403,108;109;112
1097413,102
1097415,107
1097420,103;104;105;106;107
1097428,102;105
1097430,103;104
1097432,101
1097434,102;103;104;105;106;108
1097447,102;103;105;106;107
1097449,102;103;104;105;108
1097453,102
1097459,101;102;105;106;108
1097462,101
1097467,102
1097468,102
1097472,102;103;108;110
1097474,102;111;112;113
1097478,102
1097480,101
1097482,101;108
1097486,102
1097489,101
1097493,103
1097501,102
1097503,101;102;103;105;109;113;116
1097504,102
1097507,102
1097513,102;113
1097516,102
1097517,108
1097523,102;108
1097524,102
1097526,101
1097541,101
1097545,102;109;110;112;116
1097546,101;102;112;113
1097549,101;102
1097560,103;105;111;112;113
1097563,102
1097565,101;102;106;108
1097567,101;102;103;105;106;107;108
1097568,105;108
1097571,102
1097577,105;106
1097579,101
1097580,101;103;105;106
1097589,101;102;103;105;106;112;113
1097590,101;102
1097596,102;113
1097603,102;105;110
1097616,101;102
1097621,101;102
1097622,105;106
1097623,102;103;104;106;113
1097628,102
1097634,102
1097636,101;102;103;109;110;113
1097637,102
1097647,101;102;105;109;110;113
1097648,101;102;103;104;105;109;110;113
1097649,101;102;105;107;110;112;113
1097661,101
1097668,103
1097669,102
1097679,110;116
1097682,101;102;103;104;105;106;107;108;110;113;115;116;117
1097683,101;102;103;104;109;112;115;117
1097686,102;116
1097687,104
1097688,101;102;105;106;108
1097689,101;104;106
1097695,102
1097697,101;102;110;112
1097708,102
1097712,108
1097731,102
1097732,102;108
1097733,101;102;103;104;110;112;113
1097735,102
1097736,108;109;112
1097737,102;103
1097739,101;102;108
1097754,102;104
1097755,101;102;112;113
1097759,102
1097764,108
1097766,102
1097777,101
1097786,102;109;110;112
1097787,101;102
1097791,102
1097793,101;102;104;106;108;110;113
1097801,102;109;110;112;113
1097803,101;102;107;109;110;113
1097804,101;102;104;105;106;107;108;113;117
1097811,102
1097814,101;102;103;104;105;108
1097824,109
1097829,102
1097831,102;103;104
1097833,102
1097835,102;103;112
1097836,102;109;110
1097842,102;108;112;113
1097851,103
1097856,101
1097858,102;103;105;106;107;108;113
1097871,102;108
1097872,101;102;103
1097875,101;102;105;108
1097878,103;113
1097881,102
1097883,102;105;106
1097887,102
1097888,102
1097889,108;112
1097891,102;103
1097892,102;105;108
1097893,102;112
1097895,102
1097896,103;104
1097903,101;102;105;108;109;110;113
1097904,102;105;108;115
1097908,101;102;105
1097909,101;102;104;105;107;110;111;113;117
1097912,101;102;103;104;109;112;113
1097913,102
1097918,101;102;103;104;105;106;110
1097930,101;102;104
1097931,101;102;109;110
1097932,103
1097933,102
1097938,101;102;103;104;105;106;108;115;116;117
1097941,102;103
1097947,102
1097951,101;102;108;109;110;112
1097954,102;109;110;112
1097956,102
1097957,101;109;110
1097963,101;103;106;113
1097964,101;109;110;112
1097972,101
1097973,101;103;105;108;115;117
1097982,105;106;108
1097984,108
1097991,101;102;103;105;106;108;109;112;113
1097994,102
1097996,102;105;106;108
1097999,102;103;104;105;107;112
1098005,101;102;105;108;116
1098010,101;102
1098011,102;103
1098022,102;103;105;107;110
1098023,104
1098030,102;103;105;106;108;113
1098033,102;104;105;108
1098035,101;102;103;105;106;112;113
1098036,101;102;103;105;107;110;112;113
1098038,102
1098048,102;110
1098055,102
1098061,102;109;110
1098062,101;103;104;108;109;113
1098063,102
1098064,102;103
1098065,101;102;103;104;105;109;110;112;113;116;117
1098070,102
1098071,101;110;113
1098076,101
1098078,108
1098080,101;102;103;104;105;113
1098087,102;105;106;110;112;116
1098096,102;110
1098106,101;102;103;104;105;106;107;113
1098108,101;102;105;106;112
1098109,102
1098111,102
1098112,102
1098115,102;103;104;105;106
1098132,101
1098137,101;102;105;108
1098151,101;102;105;106;110
1098152,102;103;104;105;106;107;113;115
1098155,101
1098156,102;109;112
1098157,102
1098159,101
1098168,102
1098172,102
1098174,102
1098175,102;109
1098176,102
1098178,102;103;104
1098182,101
1098187,101;102;103;104;105;110;113
1098197,101;114
1098200,102;103
1098205,117
1098206,102;108;110
1098208,101;103;104
1098213,101;102;109
1098215,102;103;106;113
1098220,101;102;105;106;113
1098226,101;102;103;105;108
1098228,101;113
1098234,101
1098235,102;109;110;112;113
1098241,101;102;105;108
1098242,102
1098245,101;102;103;104;105;106;107;108;109;110;111;112;113;116;117
1098248,102;104;105
1098249,102
1098253,101;103
1098254,101
1098255,102
1098258,102;103;105;106;113
1098260,112
1098263,101;102
1098272,110
1098273,101;102;105;108;113
1098275,101;102;105;106;109;110;113
1098277,102
1098284,102;105;113
1098290,101;102;103;104;105;106
1098292,102;103;106
1098293,108;112
1098296,102;112
1098298,102
1098300,101;105;113
1098304,101;102;104
1098305,108
1098309,101
1098311,102;112
1098313,101
1098314,102;109;112
1098315,102;105;106
1098317,102;105;108
1098320,101;102;103;105;106;108
1098325,103
1098326,101;103;105
1098337,101;102;105;106;108;109;110
1098344,101;102;103;105;106;110
1098345,102;105;108
1098352,101;102;105;106;108
1098355,101
1098358,101;102;103;105;106;107;108;113
1098360,102;106
1098361,102;109;112
1098366,102;104;113
1098367,102;105;106;108
1098370,102;106
1098371,101;102;105;108
1098373,101;102;103;104;110
1098374,102;108;109;110;117
1098375,103
1098376,102
1098377,101;102;104;109;110;112;113
1098381,102;109
1098382,102;105;106
1098385,102;110;112;113
1098388,102;103;105;106;108
1098390,101;102;103;104;105;106;107;112;113
1098395,101
1098397,101;103
1098400,108
1098403,101;102;103;104;105;106;109;110;112;113
1098407,102
1098413,101
1098420,102
1098424,101;102;103;105;106;110;112;113
1098427,101
1098431,102;108
1098436,101;102;111
1098440,101;106;109;110;112;113
1098451,101;105;113
1098454,101;102;105;106;113
1098458,102
1098459,102;103;104;105;106
1098460,101
1098462,102
1098463,102;113
1098465,102
1098469,102
1098473,102;109
1098474,102
1098478,101;102;110
1098479,102;103;104;110;112;113
1098480,101
1098481,101;102
1098483,102;103;104
1098486,102
1098487,102
1098489,102
1098493,101
1098495,101;109
1098498,102;108
1098506,101
1098507,108
1098514,101;102;104;105;109;110;112;113
1098515,103
1098516,101;102;103;104;110;116
1098529,101;102;111;112
1098530,102;109;111;112
1098533,102;113
1098534,101;102;103;104;105;106;113
1098540,102;109
1098543,103
1098558,102
1098559,101;102;108
1098560,101;102;104;117
1098561,102
1098566,101
1098578,101;102;105;106;108
1098579,102
1098582,102;112
1098585,101;102
1098588,102;109
1098589,102;109;110
1098591,101;102;103;104;105;108;113
1098592,101
1098593,102;109;110;117
1098594,102
1098597,102
1098602,101
1098604,102;103;105;106
1098605,101;102;105;108
1098608,102;103;104
1098609,102;109
1098611,108;112
1098618,101;102;103;104;105;107;109;110
1098621,101;102;104;105;107;109;110;112;113
1098624,102
1098630,102;103;104;105;106;107;108
1098640,101
1098642,102;103;104;105;113
1098645,102
1098647,102;103;105;106;107;108;113
1098651,102;103;104;105;106;113
1098652,101
1098655,101;102;105;113
1098656,101;102;109
1098659,101;102;103
1098660,101;102;105;106
1098661,102;103;104;105;106
1098670,101;113
1098671,102;103;106
1098676,102
1098678,101;102
1098683,101;102;105;106;108;117
1098685,102
1098689,103
1098692,109;113
1098693,101;102
1098700,105
1098715,102;103;104;105;106;107;108;112;113;117
1098716,104;110
1098717,101
1098718,101;102;113
1098720,102;103;104
1098737,102
1098741,101;102;106
1098743,101;102;103;104
1098752,103;105;106
1098755,102;117
1098760,102;109
1098771,102;103;104
1098772,102
1098777,105;106
1098778,101;102;103;106
1098783,102
1098784,108
1098790,101;102;103;105;108
1098791,102;113
1098793,102
1098794,101;102;103;104;105;106
1098797,101
1098798,107
1098801,101
1098805,103
1098809,101
1098812,102
1098813,101
1098820,105;106;107;108;113
1098822,101;102;103;105;106;107;108;112;113
1098829,102;105
1098830,108;112
1098831,101;102;109
1098832,102
1098833,102
1098834,112
1098835,101;105;106
1098837,101;102;103;104;105;106;107;109;110;112;113;117
1098839,101;102;105;108
1098844,102
1098848,101;102;110
1098851,101;102
1098858,102
1098861,102;105;108;109;113
1098865,102;104;107
1098866,102
1098867,101;103;104
1098871,101;109;110;112;113;117
1098875,101;102;103;104;105;107;113
1098877,102;103;105;106;113
1098878,102;117
1098879,101;102;112
1098881,102;103;106;113
1098887,101;102;103;105;106;108;109;110;113
1098895,101;102;112
1098896,101;102;105;108;117
1098901,102
1098902,102
1098908,101;102;103;105;107;109;112
1098913,101
1098914,103
1098915,102;109
1098922,112
1098925,111;112
1098929,101;102;105;113
1098948,101;102
1098951,102
1098956,101
1098957,103;111
1098963,101;102;105;108
1098970,102
1098979,108
1098990,105
1098997,101
1099002,103
1099007,101;102;109
1099011,101;103;104;105;106;107;110;111;112;113
1099015,103;105;106
1099019,101;105;106;110
1099022,102
1099030,101;109
1099034,101;105;107;108
1099038,112
1099046,101
1099050,113
1099057,102;103;105;106
1099058,102;105;108;113
1099070,101;102;103;104;105;108
1099077,102;104;105;106;113
1099078,101;102;105;107;110;112;116
1099084,102;105;109
1099086,101
1099088,109
1099091,101
1099092,101;102;103;104;105;106;110;111;113
1099095,102;111
1099096,101;102;103;105;106;108;113
1099097,101;102;105;113;115;117
1099098,101
1099099,101;103;104
1099101,103;104
1099105,103
1099106,101;102;105;108
1099110,101;102;103;104;105;106;107;113
1099113,102;112
1099115,101;102;103;104;105
1099117,108
1099119,101
1099122,101;102;103;104;105;109;110;112;113;116
1099123,102;105;106
1099126,101;102;105
1099127,102;103;104;105;107;109;110;113
1099129,101;102;113
1099143,102;105;106;108;109;115
1099148,102;108
1099151,102;103;105;106;107;113
1099154,101;102;104;105
1099162,102
1099165,102;108
1099167,102;105;110;112;113
1099170,108;112
1099172,102;108;109
1099186,102;105;106;109;113
1099187,102;109;110;113;116
1099193,108;112
1099204,102;103
1099211,105;108
1099212,102;109
1099214,103;104
1099215,102;109
1099222,101;105;112
1099223,101;102;105;109;110;113
1099225,102;104;105
1099227,108
1099229,102;109;112
1099233,101;102;103;105;106;107;108;109;110;111;112;113
1099234,101;102;103;104;105;106
1099238,102;110
1099242,103;108;111
1099246,101;102;104;105;106;108;111;113
1099247,101;102
